Sample,Class,hsa-let-7a-3p,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7b-5p,hsa-let-7c-5p,hsa-let-7d-3p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7f-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-1,hsa-miR-7-5p,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-15b-3p,hsa-miR-15b-5p,hsa-miR-16-2-3p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-19a-3p,hsa-miR-19b-3p,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-22-3p,hsa-miR-22-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-24-2-5p,hsa-miR-24-3p,hsa-miR-25-3p,hsa-miR-26a-5p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-3p,hsa-miR-28-5p,hsa-miR-29a-3p,hsa-miR-30a-3p,hsa-miR-30a-5p,hsa-miR-30c-5p,hsa-miR-30d-5p,hsa-miR-30e-3p,hsa-miR-30e-5p,hsa-miR-32-5p,hsa-miR-92a-3p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-98-5p,hsa-miR-99a-5p,hsa-miR-99b-5p,hsa-miR-100-5p,hsa-miR-101-3p,hsa-miR-103a-3p,hsa-miR-106b-3p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-122-5p,hsa-miR-125a-5p,hsa-miR-125b-5p,hsa-miR-126-3p,hsa-miR-126-5p,hsa-miR-128-3p,hsa-miR-130a-3p,hsa-miR-130b-5p,hsa-miR-134-5p,hsa-miR-139-3p,hsa-miR-139-5p,hsa-miR-140-3p,hsa-miR-140-5p,hsa-miR-142-3p,hsa-miR-142-5p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-144-5p,hsa-miR-145-3p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-148a-3p,hsa-miR-148a-5p,hsa-miR-148b-3p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-152-3p,hsa-miR-155-5p,hsa-miR-181a-2-3p,hsa-miR-181a-5p,hsa-miR-181b-5p,hsa-miR-181d-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-185-3p,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-193a-5p,hsa-miR-194-5p,hsa-miR-197-3p,hsa-miR-199a-3p,hsa-miR-199a-5p,hsa-miR-199b-3p,hsa-miR-200a-3p,hsa-miR-200c-3p,hsa-miR-203a,hsa-miR-215-5p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-223-5p,hsa-miR-224-5p,hsa-miR-320a,hsa-miR-320b,hsa-miR-320c,hsa-miR-320d,hsa-miR-323a-3p,hsa-miR-323b-3p,hsa-miR-328-3p,hsa-miR-330-3p,hsa-miR-335-3p,hsa-miR-335-5p,hsa-miR-338-5p,hsa-miR-339-3p,hsa-miR-340-3p,hsa-miR-340-5p,hsa-miR-342-5p,hsa-miR-345-5p,hsa-miR-361-3p,hsa-miR-361-5p,hsa-miR-363-3p,hsa-miR-370-3p,hsa-miR-374a-5p,hsa-miR-375,hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-379-5p,hsa-miR-381-3p,hsa-miR-382-5p,hsa-miR-409-3p,hsa-miR-421,hsa-miR-423-3p,hsa-miR-423-5p,hsa-miR-424-3p,hsa-miR-425-3p,hsa-miR-425-5p,hsa-miR-432-5p,hsa-miR-450a-5p,hsa-miR-450b-5p,hsa-miR-451a,hsa-miR-483-5p,hsa-miR-484,hsa-miR-486-3p,hsa-miR-486-5p,hsa-miR-493-5p,hsa-miR-500a-3p,hsa-miR-501-3p,hsa-miR-502-3p,hsa-miR-503-5p,hsa-miR-532-5p,hsa-miR-543,hsa-miR-550a-5p,hsa-miR-574-5p,hsa-miR-576-3p,hsa-miR-584-5p,hsa-miR-589-5p,hsa-miR-625-3p,hsa-miR-629-5p,hsa-miR-652-3p,hsa-miR-654-3p,hsa-miR-660-5p,hsa-miR-664a-5p,hsa-miR-744-5p,hsa-miR-769-5p,hsa-miR-941,hsa-miR-942-5p,hsa-miR-1180-3p,hsa-miR-1246,hsa-miR-1285-3p,hsa-miR-1301-3p,hsa-miR-1307-3p,hsa-miR-1307-5p,hsa-miR-1908-5p,hsa-miR-2110,hsa-miR-3158-3p,hsa-miR-3613-5p,hsa-miR-3615,hsa-miR-4433b-3p,hsa-miR-4443,hsa-miR-4732-5p,hsa-miR-6842-3p,hsa-miR-7706
e1009,Cancer,2.241738806,3.930651788,1.404734127,4.388603153,2.844093465,3.157731746,2.906874255,2.326079194,3.997891436,3.643460961,4.097401687,1.78284353,2.600447569,3.524138332,3.670432639,1.597909011,1.632332594,3.298578972,2.834097797,2.315127358,1.842283437,1.968121744,2.819663886,1.597293198,4.498938885,3.53216166,1.673145482,2.447910939,1.559042313,1.517693809,3.588397003,3.827202554,4.214684565,3.157082069,3.446509922,3.447308115,2.78478087,1.764252536,2.730461974,1.994211674,2.886146909,2.607825032,4.307042282,2.685300849,3.18353947,1.945111404,4.178860915,1.859848866,2.493897489,2.523715902,3.527382946,2.832881909,2.731755008,3.689780183,2.627673617,2.510867448,1.907784487,1.98373287,4.677764961,2.498415983,2.131206719,3.972913654,2.768473813,3.641639054,1.399182818,1.932368655,2.848902479,1.875190311,2.220445274,3.048784755,2.050867287,2.286634193,3.319744211,3.762544913,2.439121837,1.681288715,2.181785384,3.784111702,3.278315088,4.567251002,1.78453962,3.190991571,1.489702472,4.033123562,2.556410373,2.080548579,1.737525206,2.869322556,2.140545427,1.660629421,2.035841471,2.079834136,1.589018157,3.072650601,2.807659782,3.505237573,3.042260437,1.760584839,2.147929495,1.589839267,2.731973229,2.95937481,2.603050602,1.500975701,1.681548969,1.802700699,1.562796649,2.914285839,2.384137038,2.379849882,2.955034361,1.599713336,3.740335105,2.5459071,2.118543985,1.704673258,1.873878375,2.295614593,2.507241917,2.105765781,1.967100447,1.930128374,1.879617185,1.596510077,1.5953823,3.137221511,1.690756689,1.330830358,2.620304815,1.779673506,2.670745856,2.105327914,1.671960037,2.132884962,2.715757986,1.368461469,2.138877465,2.476868936,2.544154376,3.14617153,1.477101912,3.476537365,4.238485198,1.675332638,1.873644479,2.421783247,2.583897886,1.504194734,1.400842907,4.579487944,2.276941611,2.689747506,2.63496144,4.562201173,1.978430825,1.000960984,2.067803855,1.248727006,1.177696765,2.849165783,2.753905916,1.210002743,2.310760148,1.400349641,3.041018335,1.383932466,2.30641989,2.668345639,2.21469131,2.411345255,1.526581463,1.763809183,2.951180511,1.711143798,1.936543406,1.409512178,1.741015309,2.479055293,1.160424521,2.009226289,2.807639865,1.936036816,1.574089084,1.940922642,1.583285217,1.674932639,2.542283298,2.577088138,1.607087062,1.560034837,1.517071695,1.352103085
e1030,Control,2.16673142,4.419996991,1.423695367,4.434263767,3.042699548,2.975527735,3.394846458,2.353502526,4.381799853,4.039729101,4.379460416,1.633440659,3.002609425,3.222213675,3.232218491,1.998021428,2.179345228,3.500639406,3.150535502,2.432584527,1.950688651,2.163051867,2.873092107,1.859958803,4.413609516,3.55916166,1.768371755,2.64561256,1.714386264,1.704215899,3.534383978,4.072647459,4.296739901,3.419904949,3.488783336,3.071080376,2.517040694,1.613110361,2.581767539,1.772958464,2.514114241,2.888342759,4.039944669,2.74496974,3.269170782,2.11786199,4.204492882,1.822991951,2.757715508,2.717937812,2.946600666,2.577728828,2.813034929,3.779077261,3.17999997,2.894911077,2.181038957,2.326849126,3.60249636,1.943016583,1.652479352,3.896022601,2.434299582,3.276343923,1.592666846,1.608283184,2.170533524,1.737121367,2.274738483,3.249874272,2.207265085,2.545065466,3.543486182,3.474735156,3.276230912,2.685490522,2.026025375,3.630176002,3.093263181,4.621658411,1.699735165,3.163256801,1.634963435,3.628730653,2.005042889,2.028999147,1.745270597,3.045156121,2.224268122,1.601011991,3.086672822,2.981685567,1.505861548,3.3085936,3.005261682,3.445168877,2.953738346,1.760584839,2.305789286,1.683506506,2.573287732,2.40989728,2.469325541,1.828689975,1.795516325,1.694366852,1.69308401,2.860512881,2.445889147,2.779716225,3.214762929,1.785876617,3.730911547,2.481443716,1.967406805,1.440967496,1.515152749,1.653010595,1.914031066,1.724693922,1.728128848,1.778142411,2.166826524,1.566415141,1.744166137,2.964977002,1.82994492,1.630780889,2.562887447,1.866847145,3.06394908,1.850819645,1.909710473,2.007868918,2.966001045,1.562972057,1.808242791,1.874620378,1.810273578,2.382146792,1.477101912,3.344202442,3.888977184,1.973207794,1.914631945,2.618594878,2.015595287,1.901848471,1.826225368,5.034025341,1.673034686,2.713124892,2.596825441,4.640052928,1.48116158,1.399298208,2.268537934,1.578571349,1.594704409,3.142080376,1.84262149,1.266714236,1.890579232,1.705624824,2.860590278,1.566981995,2.162175939,2.82470095,2.351272466,1.871607251,1.85106874,1.67310176,2.586047507,1.651413688,2.252099151,1.409512178,1.925115956,2.850606945,1.215727097,1.582708734,2.533962357,1.742570057,1.036399691,2.000922271,1.899937712,1.895256365,2.582897129,2.174522383,1.641379642,1.735216206,1.471295093,1.489840657
e1012,Cancer,1.895278631,3.970629917,1.640532212,4.340163669,2.717867,3.274452775,2.935443517,2.366971446,3.840783805,3.48517442,3.822196293,1.817436305,2.239943147,3.611622352,3.612404034,1.457167562,1.563415204,3.319085837,2.664261922,2.231068037,1.453341055,1.695873323,2.570741165,1.490475,4.137803344,3.572478664,1.597092681,2.118979943,1.201350242,1.492664225,3.404651883,3.758006347,4.17752468,2.875565795,3.03906845,2.79404324,2.645824879,1.718667911,2.646766205,1.759491325,2.527113605,2.735487438,4.245932294,2.437406198,3.023459048,1.289856684,4.223986556,2.082184756,2.498696956,2.364544063,3.400994228,2.866692746,2.670730256,3.069594208,2.695249124,2.441929639,1.613998419,1.908955124,4.151112472,2.64105241,2.278969122,3.88616214,2.507403961,3.658721491,1.419350587,2.388066808,2.56368454,1.991665626,2.343190033,2.864477196,1.83885836,1.761721896,3.15197034,2.992873687,1.917325552,1.819286081,1.798990964,3.592870177,3.223414172,4.158784662,1.473498562,2.81805532,2.150074288,3.786081261,2.235769712,2.09452739,1.93487619,3.136144658,2.190760787,1.612431649,2.353882169,2.379375213,1.148385956,2.907116313,2.587463753,3.494903685,2.776286536,1.776440484,1.974811688,1.681821932,2.352477799,2.713184791,2.270782658,1.794232605,2.057394452,1.615320441,1.985359617,2.790642746,2.376727007,2.243547441,2.872195427,1.718510409,3.87081136,2.578083563,1.992459945,1.468617782,1.994441852,2.242241911,2.712873439,2.096063501,2.126925636,1.706523518,1.910713658,1.65607171,1.829615873,2.4801611,2.030804735,1.315032178,2.451524434,1.78352604,2.547449298,2.242801131,1.431304792,2.94049458,2.608081303,1.028970062,2.087425191,2.203547205,2.311602138,3.108273448,1.362077819,3.432939961,4.173772241,1.846291387,1.651982866,2.556331853,2.686734282,1.27931163,1.00247623,4.656296907,1.641445316,2.77986364,2.745011006,4.668165907,1.881043046,0.999829937,2.251156763,1.311202044,1.269770423,2.888844433,2.676032908,1.067277444,2.058527581,1.053314785,3.142457478,1.35151418,2.157041221,2.553597808,1.965299392,2.361001348,1.464684853,1.763906044,2.956135421,1.435966525,2.101824675,1.50253655,2.108363757,1.914333411,0.937268403,2.045369634,2.713639331,1.916483933,1.509349368,1.993261176,1.693131482,1.184586357,2.733933079,2.7499188,1.240904448,1.649061625,1.544495475,1.334784503
e1040,Cancer,1.992642469,3.272615126,0.961886455,3.821724432,2.24555561,2.429152101,2.570744166,1.105395527,3.32385307,3.472130179,4.253685865,0.577697475,2.902256002,2.424355156,2.937019651,2.278437573,2.059729622,3.108976294,2.932725929,2.274923075,2.298790144,2.658090297,2.748532778,1.804459832,3.851725581,3.982211739,2.048627482,2.071245477,1.342235585,1.15014228,2.97971958,4.368482928,3.247787864,2.621877254,2.920221915,2.564965371,1.951310633,0.813946558,1.954791595,1.555919289,2.225140214,2.461522268,3.880982078,2.019141287,3.338448471,1.947770273,4.060658442,1.497312267,2.829077245,1.826278494,2.904176523,1.722363831,1.718795235,3.898421899,2.725983966,2.810854891,2.236277698,2.457638543,3.517210456,1.329283357,0.861347305,3.238518271,1.938236435,2.862257605,1.601051539,-0.034398398,1.755058273,0.947474963,1.303711543,3.65186793,1.942808355,1.919651156,3.266105235,2.73469244,2.821047783,1.963687049,1.405837501,3.208359017,2.760228432,4.167901103,1.120503658,3.130875276,1.383414065,3.150848169,1.538633122,1.316049399,1.328229431,2.690324327,1.686807418,0.968577711,2.416070312,2.25410326,1.242953742,3.592796203,3.171929986,2.856362739,3.1777235,1.406561905,2.301635184,0.388615123,1.81600334,1.748875739,1.734963541,0.360016221,0.647759114,1.352217504,1.716845631,2.505909875,2.367787776,1.728216846,2.261128256,0.798540188,4.159315727,2.766039384,1.846926316,1.468617782,0.511183773,0.51070699,1.14320805,1.003969464,0.980108964,1.353432558,0.863527614,1.757615633,0.720975775,2.316700397,1.73139462,1.437195379,2.3367617,1.18984519,3.027130407,1.434208171,1.076140969,1.104105542,3.057029396,1.73620859,0.993311101,1.421872393,1.355995768,1.76351612,1.373818435,3.007593473,4.360032809,1.363014662,1.63077965,2.553968902,1.459169443,0.94970539,0.81787167,5.345069683,0.818450623,2.581449083,2.368533977,4.916154257,0.534905803,1.815220438,2.680913182,2.104123944,1.121196935,3.334789973,0.889729776,1.694719202,2.229697938,2.094287598,2.559808798,1.80110372,1.644766713,3.125044128,2.243873732,1.02021665,2.39032956,1.335429996,1.91690942,1.156970081,2.095646304,1.640481628,2.433466825,1.063531154,1.632925019,1.047150595,2.28665911,1.673433234,0.835665168,2.154705423,2.168371786,1.848093342,2.454802098,1.134593699,1.85088892,1.884302455,1.026041654,1.472522076
e1002,Control,1.386667953,3.888695702,1.059381324,3.993689416,2.566007034,2.384927288,2.944979331,1.603252286,3.73822327,3.77163096,3.984402865,1.592340184,2.67544223,2.666715025,2.920163607,1.316384009,1.671059434,3.271175799,2.696569718,2.23972369,1.540693728,1.735143689,2.707188729,1.761375294,3.571311108,3.304797953,1.340924517,1.791747384,0.931652012,0.90464759,2.86296912,4.014551403,3.456499464,2.9086823,2.793680251,2.285380381,2.023756182,0.731553196,2.1150242,1.401572206,2.505807059,2.261685237,3.673051298,1.997141497,2.856171854,1.292012051,3.944600742,1.431216694,2.562886413,2.095839924,2.641415399,2.048016254,2.652382513,3.40952755,2.862769749,2.704951429,1.758450091,2.058944607,3.186665511,1.621401576,1.407050224,3.275016344,1.750572657,2.672189746,1.261903716,0.906077486,0.910501512,0.717928928,1.508721994,3.305328369,1.572697337,1.557972456,3.023923721,2.509596017,2.303382393,1.95012947,1.215993056,2.971148199,2.964789958,3.832549127,1.058743894,2.542975395,1.891995216,3.112194304,1.3531996,1.594568357,1.641826126,2.875542649,1.8871495,0.906344025,2.71705222,2.61841461,1.218834884,3.4472397,2.743067627,3.086816532,2.755318038,1.723869953,2.004771967,1.032383566,1.500306682,1.65914621,1.434170753,0.761752552,1.392823082,1.967887424,1.178158728,2.055979103,2.049309293,1.744874283,2.535387665,0.723138923,3.962665595,2.554665912,1.639520974,1.249887473,0.0583395,0.223691614,1.457487524,1.249232595,0.632823701,1.052108185,1.427094199,1.323897177,0.863179312,2.006619448,1.805364504,1.250172882,2.334950644,1.195617567,2.746638759,0.269154998,1.1115334,1.412656026,2.765968032,1.368461469,0.186375983,0.173944601,0.156009163,0.776975033,1.024458886,3.015865511,3.613994126,1.268753521,1.295933609,2.366027477,0.251074911,1.049828702,1.041865473,4.851125721,0.041378408,2.619550507,2.633429681,4.797102735,-0.0313639,1.29964822,2.213336961,1.563075453,1.249615233,2.826489864,0.376165991,1.317225962,1.245017878,1.668689207,2.464696624,1.279813912,1.543636159,2.641518423,1.820423918,-0.002868438,1.368389241,1.432813575,1.954206845,0.866800209,2.154554112,1.388616233,1.974764332,2.576284088,1.288105345,1.266570654,2.130728187,1.268390616,0.836050911,2.005966336,1.871507786,1.390931567,2.544395763,1.05512518,0.622504268,1.675064268,0.977200129,1.42568215
e1053,Control,1.501086933,3.682161245,1.107264718,3.730913615,2.42674401,2.402436201,2.698183086,1.951799731,3.602474065,3.286040505,3.698519826,1.205529092,2.078247951,3.108368717,3.440113428,1.186872923,1.257895222,2.874506958,2.534896024,2.173161476,1.420392295,1.684634414,2.626010765,1.513482994,4.058546534,3.027872806,1.106007957,2.107246489,1.101250639,1.236167836,3.151810679,3.553122754,3.892909642,2.60188406,2.888209771,2.724642417,2.406152384,1.32869386,2.084814371,1.459269425,2.382251705,2.292676773,3.949509731,2.321025642,2.810606692,1.266821054,3.751384458,1.194626564,2.370164642,2.065338938,3.124006345,2.523895668,2.01524236,3.152729622,2.530499796,2.216530444,1.46563451,1.439928696,3.279660084,2.355207543,1.695846636,3.75573996,2.328600209,2.937783211,1.183286325,1.337670008,2.424741955,1.440806764,1.96404888,2.81045443,1.772486618,1.768678512,2.793956446,2.885049231,1.951008559,1.729535393,1.501547342,3.325262675,3.003507997,3.835270167,1.120503658,2.626103624,1.785888428,3.61161403,1.936225777,1.865190523,1.384169715,2.843318187,1.974993298,1.27813563,2.323151215,2.189052834,0.901800781,2.826033441,2.361309232,3.275937829,2.313606527,1.31445486,1.739470379,1.340826106,2.143312018,2.600946885,2.035063838,0.852610395,1.448907109,1.482010266,0.708039647,2.637500366,2.021223542,2.146245126,2.646461034,1.402493956,3.678292078,2.176386741,1.399628241,1.164365355,1.426404079,1.635353353,1.862460902,1.786799744,1.804234453,1.533629614,1.42529982,1.429402938,1.343382187,2.35593382,1.431763989,1.049195922,2.351516299,1.398058738,2.48922438,2.142719315,1.317876961,1.283707997,2.408953196,0.840612503,2.056701122,1.961869457,2.16272522,2.63661806,1.048783401,3.125589118,3.652774614,1.212154146,1.435818496,2.119637149,2.286774119,0.908329628,0.734862331,4.299399805,0.642554721,2.438446343,2.054509005,4.26919186,1.728771212,0.726442156,1.657935614,1.087773237,1.09108671,2.518005198,2.173584835,0.943188023,1.444030072,1.003398434,2.664594947,1.139881182,2.312950663,2.194083857,1.614894197,2.058996181,1.219989394,1.432910436,2.613451045,1.191892509,1.771705494,1.021740102,1.416154474,1.837347278,0.769799097,1.781200487,2.53559443,1.244905648,1.036013948,1.581290378,1.392228776,1.204577002,2.233883491,2.259550479,0.451732975,1.373447234,1.14663866,0.833631182
e1032,Control,1.815936702,3.834131086,1.363940795,3.87515396,2.668856612,2.51199473,2.736719678,2.212484476,3.854571567,3.346320343,3.771125584,1.065742253,2.294895508,3.317469882,4.063927815,1.189625031,1.298965112,2.930704012,2.595634282,2.200869288,1.69861881,1.811923422,2.658166496,1.527994231,4.422985987,3.161656992,1.376264809,2.093673345,1.344332487,1.571676531,3.309108876,3.490712652,3.96483829,2.758921828,3.416990436,3.10657894,2.426186349,1.467787831,2.624710826,1.986264138,2.913395804,2.638553572,3.956990807,2.352504709,2.862979317,1.68686399,3.733404104,2.095368259,2.33080162,2.275519951,3.528606451,2.885560446,2.840045774,3.413052088,2.45040781,2.112226642,1.614091002,1.555259211,3.917860838,2.572173727,2.1074785,3.873470055,2.484431923,2.870077935,1.60055447,1.158278334,1.953382786,1.418282244,2.235779037,2.76976521,1.793780008,2.297292478,2.972287668,3.210274068,2.34205547,1.658402585,1.892150679,3.260423491,3.172950877,4.014576854,1.301810964,2.71021173,1.828104233,3.561941151,2.060985042,1.859590312,1.531850144,2.888241616,2.32147709,1.532971588,2.446579145,2.331659007,0.771572533,2.627949775,2.36852493,3.187576491,2.558211113,1.672845775,1.897401042,1.19196666,2.175891581,2.564197933,2.108462419,3.177276964,2.797260047,1.988967026,1.272678548,2.515904777,2.151505342,1.902502842,2.546429662,1.718203604,3.664574365,2.592930083,2.127264787,1.858392326,1.040883415,0.856089049,1.701468879,1.761030674,1.796295386,1.820780805,1.527564075,1.350006485,1.474530101,2.508423213,1.536168084,1.134309742,2.351585241,1.416121763,2.470454704,1.62747909,1.505235237,1.923240207,2.440688774,1.027498363,1.725967971,1.7586699,1.687468943,2.173589395,1.072080607,3.135937955,3.840001105,1.3340431,1.468428577,2.112556178,1.910051859,0.981781205,0.993895792,4.316562511,1.595954339,2.330498596,2.134453593,4.107882739,1.3672876,0.727573202,1.714225157,1.133918716,1.151029704,2.544420531,1.702772926,0.775992433,1.824232864,0.806831706,2.492627849,1.047967346,2.183339021,2.236887194,1.47980151,1.627942495,1.347095978,1.370299856,2.494657154,1.140032213,1.275299505,0.960186649,1.411517464,2.53543955,0.614291234,1.713917893,2.456472906,1.43659048,0.767721447,1.564248229,1.115712757,1.33799004,2.24245961,2.234055352,0.966129229,1.337771075,1.070742434,0.977082386
e1058,Cancer,1.553081747,3.970342529,1.214202595,4.074171198,2.632015515,2.482534878,2.874820324,1.657935993,3.815862562,3.589882705,3.928314763,0.735866866,2.602370429,2.878061596,3.306253765,1.582455256,1.70568473,3.306978483,2.884122764,2.286073246,1.664287352,2.007122097,2.795710138,1.763328554,3.751641449,3.213782799,1.303339454,1.918226298,1.086894915,1.0826224,2.978464234,3.944140065,3.582189781,2.88728133,2.993422947,2.578923411,2.000289963,1.019158002,2.242546769,1.459269425,2.276646806,2.397001701,3.744464601,2.121409909,2.959191378,1.585175762,4.051104276,1.454062657,2.620749166,2.109221698,3.064135052,2.118059053,2.495789199,3.554906224,2.908453739,2.492194028,1.898253558,1.949998831,3.519192736,2.105388335,1.760322875,3.525792552,2.022984188,2.734027493,1.330015049,1.046255928,1.425843434,0.81275654,1.589890433,3.215780402,1.790032931,1.95745816,3.141891924,3.071427378,2.544502598,2.393434924,1.765664594,2.903001577,2.798467906,3.770640259,0.908549768,2.577568387,2.339801835,3.148129003,1.445952323,1.751182986,1.4639542,2.840002552,1.836311753,0.860958431,2.763394822,2.628033944,1.029951876,3.105040572,2.704156851,3.173477882,2.751306776,1.530436186,2.236427626,1.284115004,1.615042209,1.846207051,1.584565161,0.921728252,1.241821643,1.434737345,1.393269231,2.033012115,2.070031085,1.983870711,2.646461034,0.96554284,3.794024547,2.351276463,1.443267184,1.112665261,0.345043376,0.670026646,1.411527198,1.296824943,1.137137735,1.112103125,1.38051953,1.335638706,0.967898742,2.120474946,1.859824946,1.131028235,2.26114771,1.283154349,2.847956813,0.872357006,1.405858423,1.897772847,2.661593984,1.217327621,0.929402511,0.82471056,1.241565473,1.530205725,1.239909751,2.921444565,3.882654285,1.363014662,1.324195207,2.4412105,1.219786013,1.055814899,1.00247623,4.903604664,0.739357221,2.556389904,2.37105573,4.680625349,0.625791425,0.999829937,2.050241103,1.377745389,1.269770423,2.82753226,1.137519642,1.18654006,1.483800068,1.098469617,2.325145995,1.259066706,1.511029183,2.511125082,1.788855216,0.988710428,1.629870186,1.335429996,2.060526117,0.956749344,2.020738775,1.430781477,1.925719053,2.002888889,1.186413869,1.195572771,2.121454573,1.012759162,0.835665168,1.713488946,1.72516505,1.292084063,2.578234557,1.231978182,0.616170935,1.744313132,0.856069721,1.181515992
e1016,Cancer,1.575841641,3.853580688,0.956947285,3.803047858,2.498637412,2.34104379,2.774136663,1.90833512,3.746392551,3.361088572,3.604650752,1.562318165,2.332709961,2.935995942,3.325385654,0.911833886,1.326812613,2.658251523,2.513934962,2.029745474,1.553581725,1.624728912,2.508987494,1.451457312,4.027187238,3.1318215,1.340924517,1.928395939,1.074132283,1.281410874,3.222608153,3.347515519,3.658411143,2.738237509,3.301798905,2.668177331,2.088128908,1.103501963,2.477863118,1.485666737,2.394535722,2.371245222,3.39604398,2.068563674,2.661733896,1.712693436,3.420022024,1.155783184,2.271078216,2.018057685,3.043446837,2.188810012,2.513955779,3.258242384,2.606776698,2.075977077,1.564948597,1.761165035,3.059262184,1.509366365,1.598467122,3.405910091,1.92709335,2.433463413,1.068419688,0.59369833,1.920231223,0.717928928,1.654728957,2.819317007,1.758251938,2.139955291,2.943520061,2.933656255,2.431622827,1.850479616,1.78114803,3.055129989,2.693947167,3.831788969,1.11896151,2.445788443,1.513929338,2.953689019,1.584376451,1.606338533,1.264514414,2.844682383,2.113791396,1.240640043,2.466134264,2.279769045,0.809293346,2.743519685,2.268539188,2.984264952,2.353869062,1.817892409,1.834848173,1.010553927,1.82833567,2.124233113,1.755075752,1.820308824,1.880836795,1.707860626,1.062475817,2.201138179,2.03191577,1.920031246,2.794875026,1.227186592,3.729663077,2.485497476,1.90740037,1.644033069,0.910396159,0.655370021,1.438289519,1.505362759,0.871795301,1.366637384,1.660874701,1.123337714,1.013014687,2.290104329,1.679733129,1.318313685,2.129264244,1.574015401,2.399190218,1.371078705,1.28974295,1.233053571,2.597062969,1.189303158,1.280490072,1.207749382,1.305702254,1.715565028,0.910867705,3.019274269,3.66595725,1.377346635,1.402193502,2.000374332,1.52361814,1.346627362,1.556982519,4.189843934,1.081615766,2.301074979,1.971905374,4.17084351,1.097902211,0.822923106,1.702159667,1.175787769,1.122745497,2.348843622,1.23279462,1.070178316,1.403244703,1.208253594,2.24080484,1.047967346,1.572038935,2.471801746,1.491822126,1.088471406,1.250970792,1.402673984,2.148804779,0.831877781,1.524332786,0.878694761,1.295708075,2.913008264,0.772274779,1.19626394,2.144729744,1.536632196,0.767721447,1.549297995,1.02245467,1.185750442,2.386668778,1.41862403,1.068050779,1.430740696,0.977200129,0.57008325
e1056,Control,1.806413463,3.845615489,1.141173325,4.116709734,2.644611532,2.504000056,2.823208751,1.971721506,3.867182089,3.724171137,4.057639985,1.51245117,2.902633569,3.151444091,3.496705812,1.691012766,1.666920697,3.328158098,2.909948316,2.498099868,2.046244325,2.313015144,2.956949889,1.998057007,4.089872315,3.337879666,1.486393325,2.041282459,1.14370695,1.488194563,3.1989254,4.116057304,3.84854073,3.20421095,3.093088627,2.804952331,2.33035781,1.4502732,2.224854066,1.66969582,2.478621434,2.532456196,3.945202038,2.277818448,3.075001767,1.935316596,4.07136981,1.527735285,2.765367073,2.294118845,3.242467903,2.534622194,2.492222465,3.834884051,2.94284889,2.644484744,2.151750108,1.967511605,3.698112068,2.485924159,1.973285578,3.932726883,2.362471997,3.085326731,1.422465013,1.319020267,1.539996951,1.511092124,2.068375117,3.342590273,1.99159752,2.177248344,3.141068931,3.302118574,2.93165745,2.23018432,1.732329325,3.132406547,3.001630153,3.938486142,1.089857074,2.655587393,2.017935081,3.597507415,1.974244933,1.890101206,1.641826126,2.868277789,1.952994054,1.11943431,2.615193863,2.531418626,1.187406002,3.419907146,2.908317483,3.338075485,2.952052178,1.483164449,2.271373171,1.260936579,2.094437906,2.501719035,2.042423315,1.115279912,1.549866464,1.852760635,1.562796649,2.388589946,2.155884595,2.116622246,2.605089185,1.27299812,3.882632641,2.304782577,1.398804975,1.110104288,0.342358387,0.655370021,1.773963755,1.717000204,1.582800205,1.48111623,1.314165132,1.699868851,1.445546925,2.562302437,1.882526972,1.095174798,2.453032118,1.288926726,2.881282856,1.358460663,1.505235237,2.044803148,2.717617717,1.309076872,1.216581483,1.315873385,1.305702254,1.776685737,1.458266341,3.174498907,4.006194526,1.170593246,1.436494816,2.493638491,1.211230263,0.981781205,0.809291232,4.947010984,0.739572971,2.667337576,2.622572709,4.851634812,0.761198794,1.231652982,2.150893949,1.538699157,0.988528419,2.966372253,1.432531491,1.442252697,1.836973555,1.536643954,2.688186361,1.317503153,1.861018802,2.61443699,1.754644323,1.134832886,1.641389445,1.55848772,2.484558239,1.120795373,2.17293403,1.566395786,2.073714276,1.364700951,1.388384624,1.653015448,2.606777844,1.268390616,1.173880237,2.039641329,2.008222182,1.552901844,2.592546703,1.73051362,0.622504268,1.768033889,1.293183052,1.73812459
