fnames,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19
ACAP3,333.5125,710.4587,326.3003,852.32,1162.7062,391.6409,809.9441,538.2889,445.7923,446.4892,334.9569,384.25699999999995,425.6517,185.9775,400.6163,364.2573,416.59,567.6459,458.561,505.7988
ACAT1,329.8717,863.166,799.4695,687.2815,1326.2065,664.0939999999999,1034.6479,1000.4751,2369.2191,1870.5687,2559.3855,1964.5046,1880.9495,1897.3558,1457.0108,1500.8537,1335.6044,1421.4523,1437.2822,1332.1813
ACAT2,672.097,392.7421,286.3003,542.5576,448.9493,460.2584,352.7766,412.5437,497.7862,1353.4776,1005.755,1107.3508,948.9986,599.7148,387.8552,542.5269999999999,362.14099999999996,625.4533,342.4181,695.6836
ACBD3,3016.6681,4631.9914,2417.9723,1518.3848,1852.1686,1965.1007,1375.6985,2390.4564,3752.0849,2221.9768,1337.5796,1474.1082,1432.6682,1738.3595,1421.8798,1169.0381,1398.7076,1284.2905,1414.9826,1647.4654
ACBD4,322.8903,194.1399,529.2216,300.8053,333.537,262.4161,344.8826,226.8316,159.9697,283.8211,371.3001,273.6587,266.16700000000003,177.305,347.9199,293.1133,300.3331,260.56,262.3693,170.1229
ACBD5,579.4572,1312.6176,990.7983,976.8395,799.6335,1698.6577,778.5406,899.8102,1481.4253,1131.5295,926.1896,797.6239,824.9022,1124.5375,877.9661,659.078,800.4137,608.9226,652.9617,629.4163
ACBD6,552.2297,521.2479,617.0936,554.9463,389.7373,771.1409,511.5759,685.5953,315.3904,813.6941,380.6669,357.5807,410.0265,440.3716,392.60400000000004,314.741,341.1366,344.0911,394.4251,355.6068
ACBD7,23.3877,19.9613,63.9973,6.9398,9.1631,41.9463,84.9433,53.4195,15.163,190.8338,13.8629,26.2712,8.082,11.5634,14.4838,21.0586,19.9273,5.6953,16.3763,5.7604
ACCN1,1.0472,1.6098,1.9896,0.7179,1.2217,2.0134,4.4707,2.416,1.5163,0.8835,0.7493,0.0,1.0776,0.9636,2.7735,3.4149,15.1827,4.7461,2.7875,1.1521
ACCN2,67.3706,202.8327,80.2454,46.6643,16.4936,312.4161,234.3925,70.5997,45.489,60.0773,21.3563,43.0556,36.0996,51.0715,39.1371,27.3193,23.2485,48.8847,33.101,29.5699
ACCN3,64.229,7.082999999999999,5.3055,12.4438,21.9914,3.0201,2.5547,10.2007,7.5815,6.1844,4.1214,10.2166,1.0776,0.9636,5.8552,5.1224,6.167999999999999,8.543,4.1812,9.6006
ACCN4,1.3963,4.8294,1.3264,7.897,1.2217,3.6913,0.6387,1.0738,0.0,1.767,2.6227,0.7298,4.3104,1.9272,2.4653,1.7075,1.4234,4.7461,3.1359,1.1521
ACCN5,0.0,0.0,0.0,0.2393,0.6109,0.6711,0.0,0.0,0.0,1.1044,0.0,0.0,0.0,0.9636,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,617.855,439.7929,142.2532,158.18,495.4184,146.3087,72.8086,159.7217,333.5861,570.2927,165.2304,161.6411,84.5915,151.2874,292.1418,151.9636,187.4116,162.7907,220.2091,142.4731
ACCSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.4417,0.0,0.0,0.0,0.9636,0.0,0.0,0.0,0.4746,0.0,0.0
ACD,397.9405,235.3504,471.5245,445.345,262.0648,331.5436,309.7557,381.45300000000003,365.4284,671.4522,351.0678,322.9173,348.0646,211.9951,379.0447,383.0393,348.2535,356.9056,344.5993,289.5545
ACE,1155.4237,923.3719,1149.9627,871.785,1962.1258,1446.6443,841.7691,476.7491,2189.5375,388.7355,2860.6220000000003,3005.5024,1571.6785,2922.6411,5670.2619,2717.1315,3815.6059,4964.4044,3235.8885,4849.0783
ACE2,4.1888,12.8783,14.2585,667.4193,411.1179,1944.6309,15.9668,16.3748,596.6641,284.04200000000003,49.0821,41.2312,19.3968,121.4154,58.5516,64.8833,27.0442,100.617,51.2195,71.4286
ACER1,0.0,0.0,0.6632,0.0,0.6109,0.6711,0.6387,0.2684,0.0,0.0,0.7493,0.7298,0.0,0.0,0.6163,1.1383,0.4745,0.0,0.0,0.384
ACER2,47.4736,84.3527,29.5117,89.0211,64.7526,175.8389,56.2031,24.9649,31.8423,28.4925,40.8393,48.5288,37.716,26.9812,78.8906,60.8993,72.1179,45.0878,48.0836,50.3072
ACER3,412.6014,381.5187,398.2426,613.0972,406.8418,495.30199999999996,223.535,216.6309,465.5042,464.4948,659.7977,1022.0241,608.8436,572.3867,525.7319,457.029,536.6141,553.8681,565.5052,1059.5238
ACHE,1481.4556,430.7781,27.5222,84.2351,36.6524,456.0403,1403.8001,41.8766,1673.9955,34.4561,32.5965,22.6225,91.5959,19.2723,67.7966,282.8685,75.9136,90.6502,93.0314,115.2074
ACIN1,2969.1945,3572.4318,1918.2625,2361.2141,3345.1436,2040.2685,3291.7132,1876.6626,1911.2964,2574.4892,1501.6860000000001,1723.685,916.4982,1130.3191,2464.0986,2597.6096,2536.4622,1888.9416,2156.0976,2248.8479
ACLY,4670.9137,4961.6751,7372.6269999999995,5818.2018,3215.0275,3537.2483,5264.5697,3269.0599,2413.1918,2772.8327,2556.0135,2739.5061,2409.512,2196.0762,3006.1633,2800.2277,2966.7973,3013.7636,3054.007,3466.9739
ACMSD,73.6539,0.9659,35.1488,1.9144,20.1588,4.3624,10.8574,0.5369,15.9212,0.0,1.8734,0.7298,0.5388,0.0,0.0,0.0,0.0,0.0,0.0,2.3041
ACN9,281.7,216.9988,273.8954,220.3991,201.5883,281.5436,319.3358,940.0762,177.4071,197.6808,213.1885,209.4401,304.4218,331.4832,118.9522,130.905,86.8261,76.41199999999999,112.1951,107.1429
ACO1,2985.6008,2085.6357,1036.8897,1564.3312,1605.9866,3291.2752,2042.4717,1439.3742,1551.9333,2985.7537,1617.4597,1363.915,1149.2596,808.4721,1617.5655,1469.5504,1772.1075,1650.2136,2361.324,2158.9862
ACO2,1722.7262,2784.0081,1864.1764,3341.5211,2416.4264,2439.094,1683.4935,2092.2896,2247.7104,8194.5643,2959.7415,2740.7066,2301.1001,2394.0796,2736.5763,3313.1759,2634.2674,3212.8287,2995.2718,3076.2366
ACOT11,227.1577,112.1343,304.8562,542.7155,353.6408,362.2114,121.3476,323.4968,153.9045,616.0155,95.1442,97.4882,62.4738,132.3524,96.5609,102.3164,60.2564,128.6189,65.4878,133.3372
ACOT12,0.0,0.0,0.0,0.4786,0.0,0.0,0.6387,0.0,0.0,0.0,0.3747,0.0,0.0,0.0,0.0,0.0,0.0,0.4746,0.0,0.0
ACOT13,683.7735,298.0514,619.0235,589.186,896.4142,597.4094,422.9794,828.2388,620.9401,1239.1673,768.8535,941.4005,846.5404,1520.9682,463.5439,580.0797,527.9172,507.4751,493.2962,529.47
ACOT1,483.1137,335.4789,349.8301,388.6299,260.2321,591.9463,997.605,150.0578,388.1729,680.508,2003.2709,1586.4907,1171.8892,1070.5751,575.0385,1112.1229,590.7025,618.4148,628.2230000000001,1260.3687
ACOT2,302.9933,233.7406,319.3236,325.9323,140.5009,453.6913,762.5738,196.7664,256.2547,520.1546,955.5152,665.538,720.9139,555.0416,306.9337,541.2635,399.0207,439.962,621.9512,821.8126
ACOT4,256.2178,54.7326,170.7701,250.7908,83.6897,134.8993,155.1972,214.215,37.1494,402.4296,351.0678,415.9612,196.1231,144.5421,97.9969,128.0592,110.0747,61.2245,140.4181,210.4455
ACOT6,1.7454,0.0,0.6632,2.6323,1.8326,1.3423,1.2773,1.8791,1.5163,20.0994,6.7441,2.5541,4.3104,5.7817,1.5408,4.5532,0.9489,2.8477,3.4843,2.3041
ACOT7,345.92900000000003,447.1979,865.7879,663.3511,362.24800000000005,710.4027,679.5465,1172.0082,254.7384,1801.6565,770.7006,1149.0017,661.1072,430.7354,419.4145,651.1098,554.1691,520.6455,552.6132,1291.4747
ACOT8,407.7947,344.7545,429.4388,348.7332,425.3635,468.1611,492.601,494.5305,412.1607,650.7278,472.5515,462.454,522.9481,339.3559,366.7704,399.0097,388.4592,387.2093,351.8188,318.149
ACOT9,602.1468,479.7155,1020.9732,829.1889,585.8277,576.8456,588.2165,657.946,483.6998,1374.2684,727.2387,992.4689,928.3518,855.6892,593.2203,473.5344,646.6887,666.3503,782.5784,963.9017
ACOX1,1673.2385,3264.4062,1828.8618,3423.6671,1903.4820000000002,2429.0067,1497.6848,1457.6925,1957.5436,918.3479,1505.0581,1982.1319,1420.8146,1617.2236,1730.5609,1711.0586,1726.7444,1781.6801,1913.2404,1928.4716
ACOX2,327.4282,336.4448,177.40200000000002,126.3526,481.9792,194.9664,417.6912,286.4253,344.9583,211.1541,198.2016,152.5191,294.1846,83.8344,476.4253,389.2999,400.9186,430.4699,466.2021,156.298
ACOX3,237.7171,440.7588,209.898,325.9323,633.4759,652.6846,310.3944,501.4455,719.4845,221.9768,438.7411,409.3934,327.0514,370.0278,393.8367,449.0609,409.9333,420.9777,441.4634,486.9432
ACOXL,35.6052,116.8703,7.6266,36.1349,71.4722,46.9799,21.7148,2.1475,7.5815,3.534,270.888,254.3202,132.5447,106.9611,185.8243,168.46900000000002,126.2063,304.224,265.5052,289.5545
ACP1,1571.5158,1779.4548,2237.2544,1235.7666,1626.1454,2154.698,1728.8839,3491.3281,2196.3609,1390.8338,1490.4459,1497.4604,1669.2013,2018.7712,1085.0539,1321.5709,1129.2144,951.5899,1176.3066,1241.9355
ACP2,1139.0139,829.3605,1090.9392,1653.8286,1196.0904,1536.2416,1853.4249,1242.3394,1244.8825,1254.9972,1048.7074,1340.5628,1275.8721,2784.8443,933.7442,1194.0808,1226.9531,1154.7224,1257.8397,1816.8203
ACP5,2939.8726,1530.5823,3108.6794,3980.1066,2615.1497,4514.094,1647.134,1063.0216,294.1622,14348.095,19278.7561,31498.1172,9277.0521,12254.2784,4125.7319,8000.0,7447.5959,5721.8794,9604.1812,16175.8833
ACP6,419.9319,500.3207,907.237,242.6544,643.8607,530.2013,192.2401,662.2410000000001,623.9575,202.0983,276.8827,212.72400000000002,122.3075,136.8332,216.3328,239.0438,177.44799999999998,129.0935,105.9233,115.2074
ACPL2,190.9416,392.4652,279.86400000000003,346.0338,186.9273,475.5034,378.0936,538.7587,159.2115,185.9746,172.7239,98.882,217.1363,187.9047,212.3267,206.033,195.003,224.9644,242.5087,148.2335
ACPP,64.9271,74.694,84.2245,143.3432,213.8057,221.1409,96.4394,143.8837,347.9909,262.8382,133.0086,196.6694,212.8259,262.103,115.2542,171.8839,83.5049,188.4196,172.1254,183.1797
ACPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209,0.3747,0.0,0.0,0.0,0.0,0.0,0.4745,0.0,0.0,0.0
ACR,1.7454,0.9659,0.9948,4.3075,0.6109,1.0067,0.0,3.4897,0.0,0.0,12.7389,2.9189999999999996,2.1552,0.9636,10.7858,9.6756,5.6935,9.0176,9.0592,15.360999999999999
ACRBP,50.9643,28.6541,33.8224,58.1509,28.1002,246.6443,29.3789,42.145,4.5489,58.5312,43.8366,54.3669,100.2167,82.8708,32.0493,46.6705,66.4244,63.1229,45.6446,78.34100000000001
ACRC,139.9773,14.81,9.2846,16.0334,20.7697,7.3826,37.043,2.6844,33.3586,4.4174,11.9895,19.3385,6.4656,10.5998,12.3267,19.9203,14.2338,10.4414,9.7561,18.8172
ACRV1,0.3491,0.322,0.9948,3.111,0.6109,0.3356,0.6387,26.844,0.0,7.7305,0.0,0.0,0.0,0.0,0.0,0.5692,0.4745,0.0,0.3484,0.0
ACSBG1,10.4721,10.3026,2.6527,3.5896,4.887,0.6711,1.916,2.1475,6.8234,5.5218,48.7074,46.3395,14.0088,14.4542,43.1433,39.2715,11.387,2.8477,8.0139,4.6083
ACSBG2,1.7454,1.6098,0.3316,0.7251,1.2217,0.3356,0.0,0.2738,0.7582,1.1044,2.6227,1.8244,1.0776,0.0,0.9245,1.1383,0.9489,1.4238,1.7422,0.384
ACSF2,419.5829,544.1197,952.6652,1636.8404,1686.011,1076.1745,452.1795,3806.2079,634.5716,941.1375,901.8359,1132.947,1048.5041,1116.8286,897.9969,881.6164,1054.2497,949.6915,868.2927,908.9862
ACSF3,194.4323,682.8702,384.3157,371.8787,418.4484,309.0604,392.783,431.1143,417.7407,559.4699,493.4432,406.8393,391.1685,383.5183,372.265,519.0666,450.7368,413.384,429.9652,310.6759
ACSL1,2402.6529,1881.1931,1523.999,2573.4768,5551.0079,3057.7181,3544.6272,1141.1376,5636.0879,8738.3766,7809.2919,7762.0556,3099.7143,6763.6062,2241.9106,3642.5726,2348.5761,5650.2136,3855.7491,10745.7757
ACSL3,1460.8605,1660.0089,2714.4159999999997,2512.9329,2422.7245,1677.8523,2526.5847,7336.4598,3185.7468,1522.6946,1689.3968,1826.2158,1747.866,2152.7135,1579.9692,1368.2413,1492.6506,1713.8111,1503.1359,2079.1091
ACSL4,6716.8165,2234.7016,2746.2489,1292.0031,1461.8204,2668.4564,1820.214,1917.4655,4454.8901,2123.4677,3139.3779999999997,4194.2758,6422.4917,4339.1536,3285.3621,3862.8344,3058.368,4064.0721,5146.3415,4741.1674
ACSL5,7472.5543,7357.0331,4032.1645,2287.5084,5279.1692,20118.1208,1177.7104,5402.0826,5138.7415,1176.3666,1788.3102,2263.3399,1512.4106,2493.8329,1967.0262,2574.2743,1819.079,2199.8102,2350.1742,2185.4839
ACSL6,180.4695,7.405,0.9948,6.2219,7.9414,37.9195,9.5801,1.0738,2.2745,14.1358,7.1188,3.2839,11.3148,7.7089,5.547000000000001,13.6596,8.5403,6.1699,3.4843,3.8402
ACSM1,24.0859,5.4733,8.953,19.6229,10.9957,17.7852,1.2773,1.0738,15.163,1.5461,33.3458,22.9873,7.0044,31.7993,9.5532,16.5054,21.3507,50.7831,13.9373,22.6575
ACSM2A,0.0,0.0,0.0,0.2393,2.4435,0.0,0.0,0.2684,0.0,0.6626,14.9869,0.3649,5.9268,0.0,1.849,0.0,0.4745,4.7461,0.6969,3.8402
ACSM2B,0.0,0.0,0.0,0.0,0.0,1.0067,0.0,0.0,0.0,0.0,13.4882,0.0,1.6164,0.9636,1.5408,0.0,0.0,0.9492,1.0453,0.768
ACSM3,95.4987,359.4679,288.5816,419.5648,234.7098,293.9765,117.1898,45.3851,692.4639999999999,72.7841,273.0611,263.4786,300.2461,699.6801,273.5408,387.8657,330.3237,290.2183,469.5261,307.381
ACSM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
ACSM5,10.4721,3.2196,12.2689,27.9986,21.9914,5.0336,1.2773,1.6106,2.2745,20.3203,62.9449,41.2312,20.4744,49.1443,19.4145,26.180999999999997,42.2269,65.9706,17.0732,24.9616
ACSS1,321.145,1626.8473,185.6918,758.3549,1612.0953,1687.5839,618.8727,52.3458,2671.7209999999995,2056.7642,1394.9045,1142.4339,755.3971,1124.5375,1587.9815,1593.0563,1427.6496,1647.3659,1376.6551,851.3825
ACSS2,2491.3169,932.0647,829.3128,1778.2691,1601.0996,3361.4094,807.9195,688.5481,1275.2085,2077.0845,3101.5362,2851.8886,1978.4723,2325.2004,1843.7596,3029.0268,1682.4345,2575.2254,1918.1185,2824.1167
ACSS3,48.1717,55.0546,136.6161,68.441,180.2077,2983.8926,217.787,5.1004,25.019000000000002,174.2684,265.2679,233.1572,359.9182,753.5461,436.3636,443.3694,393.8017,492.6436,479.4425,400.9217
ACTA1,4.1888,1.6098,2.9843,2.8716,1.8326,1.0067,2.5547,2.416,0.7582,21.6455,7.8681,3.6488,4.3104,22.1631,3.698,16.5054,12.335999999999999,10.915999999999999,2.439,4.2243
ACTA2,1456.3295,1439.1466,9726.8142,12635.9436,2875.6506,1474.9362,5847.8748,2928.442,2618.8779,1402.6792,9106.3732,4474.6774,18724.9414,2188.136,14159.4083,3293.58,12706.2097,6957.6649,13991.5122,4934.8925
ACTB,137303.7787,103524.5407,168009.2846,185012.2613,85773.9768,95672.8188,138900.8271,99652.6389,56764.9735,105453.3407,140905.2079,133188.9632,178722.533,133705.2883,141097.0724,163332.3847,136171.8683,180283.2511,158658.1882,188826.4209
ACTBL2,45.0301,5.7952,18.5692,3.3503,1.8326,2.0134,0.0,24.1596,3.0326,2.2087,5.6201,2.5541,2.694,0.0,0.3082,0.0,0.9489,2.373,1.0453,0.0
ACTC1,0.0,0.322,0.0,2.3930000000000002,3.0544,5.3691,1.2773,0.5369,0.7582,0.2209,4.1214,11.6761,22.0908,5.7817,7.7042,7.9681,5.2191,5.6953,2.439,0.768
ACTG1,55303.2551,84527.8062,175592.1446,74542.0466,37571.1668,70755.3691,93085.7417,88108.1168,19568.6126,27040.751,60121.0191,56435.723,80082.8674,53290.7416,72409.5532,70392.7149,71999.7533,85067.3944,74636.5854,83613.2873
ACTG2,64.229,74.05,794.4956,494.6417,135.6139,74.1611,378.7322,53.688,275.2085,44.1745,1312.4766,518.8569,2107.2454,440.3716,1670.5701,524.189,1227.902,833.887,1607.6655,1075.2688
ACTL6A,1162.7542,1051.8326,1459.6701,1655.5061,1009.7739999999999,1943.2886,1283.0912,1533.0597,959.818,5167.5318,812.2892,691.8092,978.9989,722.7105,632.0493,582.2425,583.5856,472.71,605.2265,526.1137
ACTL6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684,0.0,0.0,0.0,0.0,0.0,0.0,0.3082,0.0,0.0,0.0,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.3356,0.0,0.0,0.7582,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747,0.7298,0.0,0.0,0.3082,0.0,0.0,0.4746,0.0,0.384
ACTL8,0.0,0.0,0.3316,0.4786,0.0,0.6711,0.6387,0.2684,0.0,0.6626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,2182.7385,4449.7639,7151.1233,8606.3345,2091.631,4392.6174,7648.7306,4324.0283,1863.533,7343.7880000000005,3587.4859,3519.9807,5203.7269,2194.1489,4917.1032,3240.1821,5482.3833,4308.9701,5926.8293,6475.4224
ACTN2,8.3777,3.8635,2.9843,7.6577,11.6066,14.4295,1.2773,0.2684,0.0,1.9879,107.5309,81.7327,92.1347,26.9812,117.7196,52.361999999999995,61.2053,166.113,54.7038,28.4178
ACTN3,0.3491,0.9659,0.3316,1.9144,0.0,0.6711,3.832,0.2684,2.2745,0.8835,0.0,0.7298,1.6164,0.9636,1.5408,2.2766,3.7957,0.4746,1.0453,0.384
ACTN4,6782.0613,9125.9986,18367.6134,11233.784,9460.6109,9190.7215,6748.8169,6111.526,6972.9795,5195.8918,10744.0165,9005.7468,11524.3369,6827.2144,18040.9923,11343.5174,15558.6954,17189.0365,15843.6794,17034.3203
ACTR10,1112.1389,845.4584,1202.6859,1168.0436,1172.2663,1530.5369,2216.8289999999997,958.3301,554.2077,1333.8487,1294.1176,1351.874,1799.5908,1338.4598,1014.4838,885.0313,987.8254,833.4124,914.6341,855.6068
ACTR1A,1992.8441,2782.0281,2557.5727,2847.4801,2625.5345,2747.3154,2112.0869,2284.4227,2567.0963,1789.5086,3151.3676,3416.3553,3797.4598,3226.1795,3334.0524,3428.5714,3496.7689,3680.5885,3535.8885,3729.2627
ACTR1B,2337.7258,1213.4549,1745.5028,1676.0863,1778.8638,2214.4295,1124.7006,1218.4483,1475.3601,2182.6615,2242.4129,1913.4217,1926.2087,1542.7459,1751.9260000000002,1475.2419,1693.8216,1689.1315,1573.8676,1447.0046
ACTR2,10004.7125,9759.1522,8880.378,8261.0186,6626.1454,6674.8322,5626.6965,8731.0045,7843.8211,4908.8901,6469.8389,7756.5824,7883.7163,9604.3401,5680.1233,6717.7006,5309.2055,5253.9155,6025.4355,8237.7112
ACTR3,5364.1679,6719.2368,9902.0144,7662.7582,3995.113,6713.0872,4790.0367,6295.7187,5081.8802,6884.1524,4698.0142,5757.0494,7065.8184,7376.4647,3473.0354,4723.3921,3745.8603,3390.6028,3857.1429,5691.2442
ACTR3B,90.4093,68.5768,86.8772,106.969,102.6268,138.9262,121.3476,175.5596,180.4397,74.6549,96.6654,105.4498,86.2079,75.1619,113.4052,108.1389,71.6434,84.0057,60.2787,70.6605
ACTR3C,16.4063,21.2491,30.8381,28.4772,71.4722,98.9933,122.6249,53.9564,75.0569,84.5941,52.0794,57.6508,67.35,69.3802,55.1618,27.8884,53.1395,76.41199999999999,78.7456,65.2842
ACTR5,550.4843,365.0989,281.522,334.3079,175.9316,343.6242,261.2167,159.7217,231.2358,417.2281,179.0933,174.4118,172.4159,105.9975,154.0832,205.4639,137.1189,121.0252,140.4181,147.4654
ACTR6,533.0308,341.918,363.0938,423.0897,485.6445,708.7248,357.0174,412.3235,487.4905,415.6819,549.6441,551.3311,644.4044,695.7293,394.7612,355.72,317.4136,273.3745,302.7875,255.7604
ACTR8,442.9706,529.2969,540.4957,378.5792,418.4484,304.3624,410.6658,347.6295,487.4905,260.4086,369.4268,387.5007,328.6678,360.3916,334.0524,474.6727,423.6926,289.0365,387.8049,409.3702
ACTRT1,0.0,0.0,0.0,0.2393,0.0,0.0,0.0,0.2684,0.7582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1,1291.2121,1453.9566,1618.5029,1322.1554,789.2486,801.0067,481.5584,1173.8872,848.37,1129.0999,898.0892,883.7352,943.977,883.6339999999999,933.4361,670.461,987.3509,840.5316,876.3066,886.7127
ACVR1B,4884.5449,1478.1033,1351.2393,1174.5048,1376.2981,1660.4027,2477.407,1249.0504,3224.4124,718.9398,895.0918,1360.6311,721.9915,625.3854,759.9384,1206.0330000000001,789.5012,891.3147,664.4599,1662.8264
ACVR1C,204.5554,6.7611,32.4961,176.3672,5.4979,50.0,3.1934,10.7376,67.4754,11.7062,41.2139,41.2312,5.388,18.3087,11.4022,8.5373,10.4381,17.0859,9.7561,23.4255
ACVR2A,139.2792,390.2115,232.1147,388.8692,287.7214,225.5034,228.0057,285.0831,243.3662,134.5113,272.3867,221.1162,363.6898,247.6488,339.2912,261.8099,319.7859,276.6967,216.7247,155.1459
ACVR2B,366.5241,454.6029,195.9712,238.1076,554.0623,214.09400000000002,538.4001,282.3987,745.2616,156.1568,166.3544,94.8684,91.5959,104.0703,274.2681,162.7775,241.0256,103.4646,143.2056,133.2565
ACVRL1,6543.6775,527.0432,702.3129,941.1832,1187.5382,525.8389,369.1522,284.2777,623.1994,363.7769,4505.0581,4429.6223,6382.0817,2883.1329,5916.1787,2844.0524,3875.3879,5132.8904,2788.1533,3216.9739
ACY1,690.8107,358.325,967.9184,441.588,546.7318,693.8826,1328.4369,2231.0032,1413.1918,545.3252,713.0386,580.0142,691.8564,701.9831,449.2758,565.1281,424.5704,520.6455,513.5889,478.3871
ACY3,28.2747,17.3857,43.7702,20.5802,11.6066,55.3691,208.8456,20.133,184.2305,176.9188,7.8681,18.6088,4.8492,5.7817,6.7797,60.3301,6.6424,2.373,10.8014,5.3763
ACYP1,71.5595,28.6541,64.6605,93.3286,27.4893,51.0067,106.6582,75.9685,9.856,325.1242,58.8235,110.92299999999999,38.2548,41.4354,17.2573,40.4098,19.4529,19.4589,21.6028,29.1859
ACYP2,43.6338,144.2366,62.3394,58.6295,128.8943,85.2349,40.2363,111.4025,105.3829,200.5522,220.6819,257.9689,297.9562,283.3025,126.3482,130.905,98.2132,108.6853,149.1289,110.9831
ADA,149.7513,73.0842,266.2688,287.8829,75.1374,327.1812,391.5057,495.5399,119.0296,295.5273,64.0689,132.0859,171.3383,309.3201,78.2743,270.3472,118.1405,129.0935,155.4007,149.3856
ADAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,0.4887,0.322,0.6632,0.7179,4.2761,2.0134,0.6387,0.0,0.0,0.8835,3.3571,1.0946,0.5388,0.0,8.0924,1.1895,0.0,2.373,0.0,1.5284
ADAL,78.5409,111.0751,100.1409,74.9022,141.1118,96.9799,30.6562,38.9238,184.2305,188.1833,110.90299999999999,128.0723,137.3939,119.4881,138.6749,100.7399,145.6592,137.1618,132.0557,62.211999999999996
ADAM10,1275.504,1928.5208,2376.5233,2985.3193,1654.8564,1012.4161,1049.3374,1421.6572,1933.2828,1999.1165,1949.7939,1661.2908,1420.8146,1904.1011,1934.6687,1597.6096,1729.8805,1547.6981,1658.885,2192.0123
ADAM11,21.6424,4.5074,13.9269,3.5896,5.4979,5.3691,3.1934,2.1475,6.0652,28.0508,2.248,1.4595,2.1552,0.9636,4.3143,3.4149,2.8468,3.3223,4.878,1.5361
ADAM12,211.1877,265.6143,836.6078,837.3252,40.3177,229.5302,943.3179,230.8582,37.9075,272.3357,30.3484,26.2712,45.798,24.0903,24.6533,134.889,91.5707,38.4433,245.6446,98.3103
ADAM15,17051.9487,7665.2069,3107.3531,4484.7273,5603.2376,9140.7383,4317.0174,12951.6943,2987.8696,3131.5406,2483.3421,2651.9353,2789.9368,2940.9497,3548.5701,2809.9032,2853.0788,2761.7466,3858.1882,3365.6759
ADAM17,981.9356,968.4458,995.4406,857.6661,879.6579,1096.6443,709.5641,1898.1378,454.1319,1150.5246,1153.2409,1622.9786,1085.6813,1001.1949,804.6225,722.2538,985.9275,994.3047,1146.3415,1813.7481
ADAM18,0.0,0.0,0.0,2.3930000000000002,0.0,0.0,0.0,0.0,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,247.4911,441.0807,1042.1951,510.4358,195.4795,640.604,433.658,321.8593,396.5125,137.8244,136.7553,162.006,278.0206,321.8471,387.3652,1466.1355,542.7819999999999,464.1671,426.8293,643.2412
ADAM20,1.3963,0.0,0.0,1.4358,3.6652,0.3356,1.2773,1.0738,0.0,1.1044,0.3747,3.6488,1.6164,0.0,1.849,0.5692,0.4745,0.4746,1.0453,0.0
ADAM21,3.1416,1.2878,4.9739,11.7259,0.6109,9.7315,3.1934,4.295,0.7582,4.8592,4.4961,0.7298,7.0044,2.8908,4.0062,3.4149,2.3723,2.373,1.7422,1.5361
ADAM21P1,0.0,0.9659,1.6580000000000001,4.0682,0.6109,1.6779,0.0,0.8053,0.7582,0.6626,0.0,0.3649,1.0776,1.9272,0.9245,0.5692,0.4745,0.0,1.0453,0.384
ADAM2,0.0,0.0,0.0,50.9718,0.0,0.3356,11.4961,0.0,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM22,71.2104,6.4391,27.1906,12.6831,3.6652,8.7248,9.5801,68.4521,17.4375,5.7427,8.2428,4.7434,5.9268,8.6725,21.5716,13.6596,11.387,17.5605,12.5436,4.6083
ADAM23,2.0944,10.9465,9.2846,4.7861,6.7196,32.8859,7.6641,3.7582,6.8234,1.5461,1.4987,8.7571,26.94,0.0,80.7396,13.6596,23.723000000000003,45.5624,32.7526,29.9539
ADAM28,222.707,254.0239,1236.8399,982.1042,120.95299999999999,403.3557,298.8983,946.7872,438.9689,234.5665,119.8951,100.3415,54.9576,99.2522,37.2881,264.0865,63.1032,35.5956,58.5366,89.4777
