fname,BOSTONPANB2061-5,BOSTONPANB1337-5,BOSTONPANB0843-4,BOSTONPANB0678-5,BOSTONPANB0642-4,BOSTONPANB0618-5,BOSTONPANB0409-4,BOSTONPANB0337-5,BOSTONPANB0322-5,BOSTONPANB0184-4,BOSTONPANB0163-4,BOSTONPANB0108-4,BOSTONPANB0090-4,BOSTONPANB0054-5,LODZL073,LODZL072,LODZL067,LODZL064,LODZL063,LODZL062,LODZL060,LODZL058,LODZL056,LODZL054,LODZL053,LODZL052,LODZL051,LODZL049,LODZL048A,LODZL045,LODZL044,LODZL042,LODZL041,LODZL038,LODZL037,LODZL036,LODZL035,LODZL034,LODZL033,LODZL031,LODZL028,LODZL026,LODZL024,LODZL023,LODZL021,LODZL020,LODZL018,LODZL017,LODZL016,LODZL014,LODZL013,LODZL012,LODZL011,LODZL010,LODZL008,LODZL007,LODZL005,LODZL004,LODZL003,BOSTONCTLB1214-3,BOSTONCTLB1148-3,BOSTONCTLB0956-3,BOSTONCTLB0905-3,BOSTONCTLB0627-3,BOSTONCTLB0618-3,BOSTONCTLB0399-4,BOSTONCTLB0384-4,BOSTONCTLB0357-4,BOSTONCTLB0333-4,BOSTONCTLB0279-4,BOSTONCTLB0276-4,BOSTONCTLB0210-3,BOSTONCTLB0198-4,BOSTONCTLB0192-4,BOSTONCTLB0189-4,BOSTONCTLB0156-3,BOSTONCTLB0063-4,BOSTONCTLB0024-4,LODZ92KG,LODZ7KG,LODZ576KG,LODZ568KG,LODZ559KG,LODZ545KG,LODZ524KG,LODZ519KG,LODZ518KG,LODZ445KG,LODZ438KG,LODZ422KG,LODZ39KG,LODZ378KG,LODZ355KG,LODZ348KG,LODZ329KG,LODZ323KG,LODZ321KG,LODZ286KG,LODZ273KG,LODZ257KG,LODZ253KG,LODZ219KG,LODZ216KG,LODZ20KG,LODZ112KG,LODZ10KG,LODZ429,ERASMOSe1036,ERASMOSe1037,ERASMOSe1043,ERASMOSe1039,ERASMOSe1038,ERASMOSe1042,ERASMOSe1063,ERASMOSe1062,ERASMOSe1055,ERASMOSe1027,ERASMOSe1006,ERASMOSe1012,ERASMOSe1040,ERASMOSe1053,ERASMOSe1058,LUBINSKI8,LUBINSKI42,LUBINSKI30,LUBINSKI17,LUBINSKI43,LUBINSKI31,LUBINSKI13,LUBINSKI11,LUBINSKI23,LUBINSKI6,LUBINSKI5,LUBINSKI21,LUBINSKI18,LUBINSKI16,LUBINSKI3,LUBINSKI20,LUBINSKI38,LUBINSKI29,LUBINSKI12,LUBINSKI52,LUBINSKI7,LUBINSKI25,LUBINSKI50,LUBINSKI1,LUBINSKI59,LUBINSKI39,LUBINSKI22,NECC1,NECC2,NECC5,NECC10,NECC13,NECC18,NECC23,NECC27,NECC28,NECC31,NECC34,NECC35,NECC40,NECC42,NECC46,NECC49,NECC52,NECC58,NECC68,NECC75,NECC78,NECC79,NECC81,NECC82,NECC83,NECC87,NECC89,NECC91,NECC98,NECC102,NECC103,NECC109,NECC110,NECC111,NECC120,Stage1926,Stage1976,Stage11003,Stage11020,Stage11050,Stage11069,Stage11193,Stage11203,Stage11222,Stage11239,Stage11257,Stage11283,Stage11330,Stage11493,Stage11472,Stage11500,Stage11504,Stage11537,Stage11554,Stage11561,Stage11572,Stage11611,Stage11628,Stage11649,Stage11657,Stage11664,Stage11665,Stage11693,Stage11697,Stage11716,Stage11749,Stage11770,Stage11774,Stage11796,Stage11762,Stage11807,Stage11996,Stage12016,Stage12109,Stage12182,Stage12185,Stage12214,Stage12236,Stage12454,Stage12490,Stage12496,Stage12499,Stage12562,Stage12567,Stage12608,Stage180017,Stage180110,Stage180114,Stage180119,Stage180222,Stage180225,Stage180260,Stage180493,Stage180714,Stage150027,Stage150034,Stage150009,Stage150002,Stage150021,Stage150006,Stage150031,Stage150014,Stage150022,Stage150007,Stage150010,Stage150033,Stage150018,Stage150011,Stage150005,Stage150030,Stage150013,Stage150042,Stage150053,Stage150045,Stage150049,Stage150076,Stage150077,Stage150029,Stage150070,Stage150073,Stage150088,Stage150090,Stage150080,Stage150083,Stage150110,Stage150043,Stage150068,Stage150074,Stage150063,Stage150101,Stage150104,Stage150119,Stage150086,Stage150098,Stage150041,Stage150108,Stage150028,Stage150102,Stage150081,Stage150087,Stage150099,Stage150071,Stage150124,Stage150103,Stage150025,Stage150109,Stage150173,Stage150130,Stage150015,Stage150051,Stage150048,Stage150187,Stage150012,Stage150255,Stage150256,Stage150254,Stage150442,Stage150544
hsa.let.7a.3p,1.733771896,0.097062398,1.09710351,1.472308139,0.796789228,1.196413871,1.441504826,1.787033575,1.101990504,-0.238323331,0.775775685,1.652462813,0.922504908,1.638673548,1.581567298,1.490350289,-2.023360594,1.807251936,1.708723875,1.405387218,1.377665109,1.716530796,1.738604991,1.884143282,1.751678446,1.668650641,1.693528251,1.526175633,1.417960378,-2.023360594,1.364949721,1.548110002,1.349623968,1.637019356,-2.023360594,1.852526417,1.67724069,1.836487628,1.527248326,1.515098736,1.43517405,1.568535706,1.874227885,1.709573589,1.619493453,1.41626537,-2.023360594,-2.014456323,1.470186174,-2.023360594,1.682363697,1.550630673,1.482130448,1.538483928,1.559810709,-2.023360594,1.651936963,1.568404438,1.62945367,1.377977641,1.446602417,0.979906749,1.526019371,1.115566317,1.50395116,0.850047385,1.380833031,1.660675626,1.431861281,1.38595947,1.007472668,1.151245628,1.027681123,-7.427044458,0.763843844,1.055705017,1.176010672,1.012211503,-2.014456323,1.485695419,1.410046313,1.294789617,1.294754163,1.206999014,1.503861422,1.4188607,1.441076688,1.580903136,0.83073351,1.43002609,1.318535996,1.41403658,1.447575588,1.555144123,1.185396619,1.336169318,1.46095716,1.591445394,1.536881744,1.54391595,1.798662551,1.720553246,1.506135488,1.603306621,1.446311811,-2.014456323,1.503273444,1.400866746,1.363102711,0.605934508,1.118199771,1.275613474,1.175424783,1.137741904,1.330471342,1.148945863,1.115241098,1.461019941,1.273083173,0.848312681,1.117842054,0.503960343,-0.548445938,-0.548445938,1.795881989,2.135786739,1.908265178,1.997130284,1.533671118,1.908999027,1.978146881,-0.548445938,-0.548445938,2.026738333,-0.548445938,-0.548445938,2.330543668,2.505781678,1.801816861,-0.548445938,2.126115589,-0.548445938,-0.548445938,-0.548445938,2.071765061,-0.548445938,-0.548445938,1.883721388,-0.548445938,0.642074919,1.358462258,0.533098097,1.353273154,1.604767329,1.809025612,0.974585541,1.375129411,0.568528163,0.763188461,0.472440575,1.481843456,0.77125368,1.378263047,1.028737742,-0.192378561,0.602424785,-0.883101312,0.218307692,1.865042594,1.62388812,1.989914199,1.985794442,0.790881571,1.280504944,-0.168353795,0.784860682,1.267566803,2.244292834,1.553783405,0.781089193,2.336781588,1.090323277,-0.065929582,1.967999077,1.886531485,-3.696188811,2.005565967,-3.696188811,1.112957993,1.453893599,1.248073916,-3.696188811,1.085003087,1.567534864,1.592367251,1.85593691,1.849601252,1.480047614,1.479018715,-3.696188811,1.481470182,1.371394973,1.58696426,1.583757618,1.455012491,1.728188382,0.711041378,1.755710841,-3.696188811,0.885193813,1.958296514,1.358829744,0.52128561,1.921576418,1.11382054,0.996207384,1.176245659,1.274393908,0.392782024,0.842288576,1.304446924,1.485487655,1.453124245,1.407096193,1.035338858,1.613710005,1.239682281,0.723151022,0.642220135,1.636830517,1.588806996,1.256814237,1.394242688,1.169549972,1.229753219,-3.696188811,1.04292162,0.392386441,1.37400094,1.810295891,1.412144463,1.387108822,0.665185762,1.213997246,1.352416528,0.972043037,1.060517989,1.412870035,1.383083848,1.445173042,1.35472816,1.041697331,1.888647889,1.412026921,1.34316487,1.167511056,1.330220478,1.076448409,1.904307712,-3.696188811,1.468615669,0.481411627,1.590105099,1.863874169,1.573110617,1.355849278,1.594542686,1.429748643,1.229508429,1.720081072,2.293857606,-3.696188811,1.688657279,1.600217458,1.150361341,1.597960305,1.675377088,1.635899707,1.592578965,1.517882918,1.646570782,1.187033537,1.202064839,1.206068789,1.67636113,1.225100953,1.283135236,1.592088503,0.997430732,1.198343925,1.209056247,2.048939573,1.469084213,1.234978515,1.247990278,1.513567724,0.606484883,1.332482793,1.58685776,1.448167581,1.370352139,1.344350927,1.462828999,1.390886224,1.58818511,1.645468234,1.083168792
hsa.let.7a.5p,4.233173502,4.44149104,4.554254409,4.364070846,4.358686199,4.20004284,4.100692691,4.181185473,4.477656768,4.739686612,4.451386589,4.618536852,4.47231568,4.781180396,3.973689201,4.793437206,4.485585427,4.552055505,4.328408077,4.407056785,4.501029607,4.534215699,4.336526787,4.467656072,4.678772806,4.488055741,4.759634034,4.500322366,4.740811533,4.879158028,4.796667555,4.671411403,4.504282063,4.149193555,4.248044112,4.569636796,4.568822441,4.519407998,4.768890841,4.626825655,4.060783415,4.453335341,4.719568478,4.558959355,4.361186447,4.277490987,4.570148691,4.620599709,4.368270503,4.511458934,4.037848423,4.359298018,4.247240608,4.266789025,4.445027691,4.173370448,4.450890048,4.424986006,4.580970223,4.754476328,4.618344375,4.667576616,4.816426792,4.303244166,4.459617257,4.668424002,4.527925208,4.966707787,4.435205674,4.418819436,4.46980345,4.751965941,4.931781081,4.243393697,4.648624497,5.037071678,4.667088222,4.55347437,4.970064739,4.731701511,4.701954101,4.689250846,4.756976179,4.647645123,4.755616271,4.786359739,4.745731967,4.877894928,4.872932888,4.860800394,4.834921199,4.632807699,4.80467291,4.630148608,4.907057809,4.854053955,4.815367825,4.85230659,4.598641495,4.700919058,4.584053818,4.64374108,4.914768918,4.52544822,4.859091597,4.591766213,4.833994667,4.818412866,4.640193909,4.596816176,4.696010622,4.526586231,4.53572069,4.928027166,4.281203076,4.590075879,4.873891607,4.795358897,4.694746021,3.948983073,4.682342054,4.73619464,4.709379073,4.691041042,4.66040427,4.847119192,4.879840877,4.653797379,4.298219886,4.823801166,4.675801521,4.90865826,4.866007119,4.778432076,4.506100881,4.910843439,4.414075866,4.477539323,4.703026993,4.649319871,4.656210939,4.733230039,4.145211464,4.571695343,4.589296581,4.606873974,4.708230142,4.468626778,4.57011712,4.849519849,4.629996356,4.869839866,4.899664459,4.901032271,4.828960339,4.340452757,4.55811872,4.821982735,4.491935409,4.250750065,4.740933854,4.650538703,4.848820743,4.573490911,5.024918938,4.687146469,4.392641692,4.863149565,4.756654516,4.56560368,4.617478571,4.526951712,4.867177252,4.342698586,4.839435753,4.658904906,4.411660404,4.714690949,4.765911353,4.380680213,4.560272377,5.00305767,4.674234169,4.847050579,4.696565277,4.763247006,4.819876748,4.760834866,4.427450092,5.057240449,4.844036836,4.769073481,5.119742363,4.990793747,4.835352627,4.435506336,4.562062625,4.513852735,4.441169794,4.830898864,4.64885591,4.924797498,4.593573622,4.747364111,4.70310518,4.655575635,4.756542656,4.626798499,4.813656643,4.475013573,4.974853059,4.834649121,4.550784963,4.570883323,5.176702604,4.790607569,4.658628843,4.664964456,4.76188479,4.66961452,4.938158872,4.573599501,4.699514543,4.590634017,5.115325517,4.769255638,4.602268173,4.712945191,4.328478102,4.541695066,4.906528398,4.676873727,4.755481425,4.746830261,4.672928033,4.839462257,4.62073965,4.794235499,4.560772205,4.436894943,4.495357327,4.44062629,4.636470244,4.984649794,4.708709801,4.987311736,4.652592474,4.713850102,4.722860704,4.564150495,4.950676811,4.727815377,4.327837479,4.422802113,4.50186721,4.677317417,4.595991944,4.631723541,4.746133945,3.645472476,4.448231567,4.91710768,4.181825053,4.45657708,4.535828137,4.488444016,4.198490188,4.70029966,4.766835192,4.385234859,4.347852253,4.125899978,4.425742196,4.432883217,4.582081962,4.482622013,4.55748324,4.537289562,4.456885996,4.563272936,4.479891113,4.661483913,4.806482354,4.847259262,4.912239713,4.50222594,4.749486245,4.999803677,4.643031526,4.686617089,4.261582591,4.676056481,4.686910967,4.547179665,4.784449505,4.547743632,4.70779019,4.611124166,4.742745667,4.593054946,4.718604747,4.52636655,4.484221899,4.862798493,4.123875074,4.517534826,4.388469473
hsa.let.7b.3p,1.6998385,0.698543289,-0.028204123,0.672493424,0.96994483,1.719625416,0.496477784,0.993058517,1.59907798,2.400210065,2.080308539,0.71911992,0.507703698,1.740696873,1.536190264,1.427839395,-2.119448975,1.662183019,1.567419214,1.629142588,1.383593131,1.716865179,1.858181231,-2.119448975,1.983633054,1.799568009,1.637825439,1.903717214,-2.159909554,2.225165417,1.628308919,1.964375152,1.368409027,1.704400461,1.275189374,1.816027181,1.907433134,1.91012706,1.401140139,1.642381114,1.401796351,1.515229597,-2.159909554,1.961482956,1.827440901,1.54471767,2.231794763,1.738523683,1.433014478,2.369696304,1.775723714,1.345264072,1.482211641,1.64670899,1.484430472,-2.119448975,1.569490579,1.202747598,1.392997823,1.862363375,0.397309401,1.49222788,0.371440441,1.332160981,2.226102065,0.781350293,1.719392384,2.252983146,1.7154522,-0.075240133,2.107100064,2.782217746,1.338237059,1.804671275,0.264996486,2.341625014,1.369544873,2.489641664,1.173264882,1.455896584,1.206006411,1.54845199,1.227614426,1.277409682,1.253457327,1.297129779,1.324314895,1.281835246,0.991283834,1.458470154,1.305043423,1.243990262,1.145356285,1.299963477,0.876986563,1.130382699,1.357189646,1.468540101,1.853809002,1.269493902,-2.159909554,1.678798364,1.205300155,0.989235906,1.342197773,1.598737878,1.115827811,0.866750555,0.749113169,0.907564384,1.866205783,0.301702596,1.330762934,1.503348619,0.55003423,2.139473046,0.889607025,1.62097779,1.888227842,-0.550788489,1.222242148,0.870884935,1.505195254,1.44147837,1.973003561,1.889262593,1.959206536,2.024794707,1.855522672,1.512397315,1.280942834,-0.533330316,1.808660706,1.837636715,1.771281284,1.578550182,-0.533330316,-0.533330316,1.820579916,2.119182524,1.598834054,-0.533330316,2.050277697,1.795925175,1.879706828,1.784363818,-0.533330316,-0.533330316,-0.533330316,-0.763472883,0.492900736,1.545181423,0.9887421,1.805635588,2.241287724,0.403980003,1.010946386,1.094116106,1.221718256,0.414929298,1.175576213,1.179996265,-0.502845517,2.41267073,1.832778448,1.275203639,1.85073292,1.380396058,0.858211028,1.160072975,1.148628856,1.514831217,1.862207316,1.210053553,2.201155907,3.415594819,0.926525354,1.007260375,1.590478926,0.700354266,0.155962677,0.689358235,2.500426751,2.04970786,1.743541407,1.249323523,1.737629985,1.296650993,1.330689611,1.248777783,1.68462035,1.82212015,0.84888931,1.617132555,1.579988049,1.791008589,1.602203035,1.52256998,1.533738481,1.432068416,1.487084569,1.545992934,1.543920525,1.807747805,1.523316386,1.323243477,1.728417037,1.874577102,1.921910173,1.841867941,2.01680818,0.683919093,1.809507491,2.067542692,1.233982215,1.366356133,1.709419882,1.664719343,1.60266137,1.546825799,0.999772985,1.737111294,1.423819871,1.474763914,1.098066878,1.803554532,1.645523935,1.566513193,1.395080608,1.119546334,1.441870224,1.203056318,1.424813063,-3.913184506,1.500051479,0.91312164,0.888748486,0.229589688,1.331618776,1.212801373,1.562384941,1.284068071,0.876941909,0.92759026,1.444256795,1.650863777,1.179970551,1.093161728,1.289810476,1.367800763,1.441165331,1.139051234,1.509203092,1.313758292,-0.039137372,1.231996265,1.179855834,1.020296451,-3.913184506,-3.913184506,1.320085619,0.690702716,0.855203023,0.664048581,1.818808837,0.834855859,1.244571676,1.126732812,1.402220403,1.672468721,1.904702126,1.428365695,1.269638755,1.153916093,1.151580029,1.451144872,0.527821187,1.021024703,0.611787408,0.595634395,1.44938726,1.188739288,1.240896039,0.802519497,0.886207967,1.346742299,1.266652547,1.011175959,1.487027536,0.592783576,1.247980324,1.775973715,1.191486978,1.202779162,0.781960429,1.365633566,1.35886333,1.490093839,1.259808543,1.607315548,1.101091342,0.977168149,1.006283224,1.100906208,1.041321486,1.235699019,1.300503792
hsa.let.7b.5p,4.575499838,4.560968873,4.971756849,4.489510463,4.703481975,4.467316452,4.202088626,4.693191815,4.461721874,4.735011034,4.621263282,4.59414469,4.709597607,4.566997831,4.557127116,4.770061586,4.512292026,4.421665661,4.695468964,4.554371433,4.558218834,4.673433291,4.46626556,4.24177281,4.702632599,4.588397283,4.679098414,4.525076459,4.791324814,4.787051432,4.846672516,4.510712967,4.701734313,4.479938631,4.454798798,4.597842748,4.350666861,4.608243847,4.774424996,4.686830332,4.409040432,4.538113824,4.685241626,4.274995795,4.416991358,4.715502303,4.696303781,4.686833574,4.775489154,4.485309696,4.495718241,4.676817945,4.739314737,4.832140584,4.608867265,4.577836466,4.622218516,4.724456771,4.512232911,4.605728635,4.732739074,4.768698654,4.695452633,4.306225027,4.429867381,4.737265537,4.373326384,4.800833916,4.594096434,4.987474522,4.551966109,4.6677985,4.651327495,4.743342526,4.967098232,4.864535774,4.72103245,4.447677001,4.728462329,4.637430087,4.803880385,4.750715175,5.005631331,4.552268384,4.712833081,4.735230605,4.823105609,4.739501827,4.86128579,4.851742211,4.974396641,4.834571634,4.72636279,4.64763374,4.857901087,4.71826949,4.744551311,4.970854641,4.555999232,4.685148504,4.524842746,4.579448306,4.71073449,4.53159764,4.718083971,4.339335987,4.804801348,4.753232036,4.570831404,4.648593526,4.760327028,4.592251319,4.52551729,4.838883779,4.378752802,4.705481537,5.045086466,4.698135429,4.866686989,4.282887748,4.623052831,4.70086667,4.583760356,4.645159915,4.687471914,4.842844456,4.683019685,4.649165668,4.800174085,4.622935309,4.703691621,4.90078261,4.701570103,4.685647125,4.703198864,4.852103055,4.330771352,4.295961404,4.716946937,4.790658851,4.598759128,4.741553592,4.117645789,4.888637425,4.692347984,4.826332161,4.777974389,4.633780129,4.777754493,4.524039454,4.267969457,4.494954002,4.496961884,4.521372738,4.221670057,4.572031686,4.661230674,4.991579562,4.734829476,4.917634417,4.525914628,4.867323305,4.645549963,4.876274408,4.767412639,4.728262651,4.837920376,4.963333353,4.595672152,4.84081031,4.638087799,4.613224401,4.64277126,4.788519433,4.690402747,4.736669415,4.960094382,4.511155363,4.63206935,4.721751213,4.593198199,4.708155872,4.749220478,4.693693831,4.558284515,4.775424835,4.552408986,4.740684002,4.344420584,4.990452874,4.481832036,4.688729448,4.855924355,4.764367447,4.650691833,4.39931651,4.681687504,4.366907615,4.583139587,4.76365893,4.561225803,4.723651074,4.727357926,4.617043514,4.59034433,4.586379101,4.688539603,4.422245319,4.72899505,4.468201143,4.796172811,4.599936537,4.498564543,4.531935278,4.907551428,4.748261666,4.536244392,4.611471749,4.857816103,4.541922188,4.837170528,4.599960145,4.704911555,4.880934694,4.975455076,4.634636747,4.620498255,4.892125786,4.515488011,4.58402066,4.54402827,4.57428455,4.596286303,4.799567051,4.617675381,4.690008729,4.874491116,4.869421024,4.613924236,4.49427674,4.4319351,4.305619623,4.725030016,4.713206641,4.677931839,4.746614286,4.636017248,4.694172603,4.575468544,4.416677227,4.841101464,4.815470661,4.431394305,4.666719788,4.488200714,5.061284191,4.989343551,4.877326176,4.708896111,4.880863318,4.615267336,4.889714209,4.5709654,4.77801816,4.700573577,4.731219903,4.21357344,4.835353235,4.723976847,4.282731828,4.111424103,4.377159321,4.55995751,4.703206113,4.662995739,4.515602256,4.727145888,4.683260594,4.888766337,4.800505817,4.57512885,4.756029831,4.890772098,4.884346001,4.856586035,4.70004833,4.900940976,4.909788044,4.777190086,4.754736462,4.706960615,4.840276137,4.876649655,4.824729271,4.900238706,4.739708882,4.88329409,4.817590518,4.766774472,4.704861992,4.748720511,4.842758905,4.857772938,4.86175973,4.414406218,4.602646896,4.785072392
hsa.let.7c.5p,2.736509317,2.969253647,2.925773849,2.815058729,2.991527626,3.041513016,3.341264942,2.776077711,2.788138314,3.1367897,3.297410543,2.874581499,2.987120614,2.935063372,2.494870584,3.087201905,3.179687117,3.116713214,2.674151802,2.842198326,2.881431997,2.817440537,2.90723383,3.059849505,3.178518142,3.122250723,3.338541971,3.072886121,3.207963856,3.37248092,2.807852335,3.126002981,3.016677919,2.92398634,3.017743376,2.804546411,2.987603911,2.930363339,3.017561958,3.310796922,3.235883952,3.042247877,3.475214162,2.829640473,2.887799965,3.059273944,3.28224316,3.548883542,3.059061148,3.788941555,3.211803627,3.199874254,3.362561861,3.44954556,3.15078535,3.077292503,2.935761547,3.090484727,2.716872838,3.095078042,2.840715351,2.958290075,3.246015625,2.767435669,2.994416105,3.241364033,3.17152004,3.237563628,2.788668415,2.560636748,3.031792965,3.031579313,3.388990692,3.675721616,3.121069076,3.415323739,3.363860699,3.089708635,3.472625506,3.109630117,2.95939009,2.946397717,3.18322532,2.767844438,3.116559874,2.944169187,3.024269401,3.11776359,3.236352038,3.256480596,3.163297674,2.904427116,3.120017974,2.757298066,3.292435318,3.054304406,3.123861648,3.120327833,2.915275565,3.041610141,3.112915887,3.096108921,3.208473673,2.954676463,3.06354841,2.904233009,3.268847522,3.174237845,2.980374158,2.906209731,3.22062503,3.003417817,2.960497942,3.366376322,2.890536203,3.101586894,3.377017446,3.256344233,3.154915368,2.316151314,3.125278596,3.109282898,3.08087755,3.13865916,3.267834289,3.267981637,3.292945394,3.067769232,2.453436999,3.057066302,2.884795018,3.320444274,3.182416733,3.048239027,2.922829578,3.055620215,2.921729146,2.949967063,3.181460349,3.101659631,3.051528349,3.02227501,3.146077256,3.340540743,3.191802334,3.249727396,3.16279614,3.0652066,3.188491773,3.226027323,3.00470654,3.170459052,3.24692402,3.18368166,3.031587391,2.739009225,2.977466479,3.421742686,2.712021004,2.693146787,2.904524962,3.066472311,3.191917923,3.155993369,3.360688506,3.107791585,2.800222174,3.30328603,3.262192426,3.288347528,3.077974954,2.757764078,3.258625143,2.899596738,3.239333995,3.184813101,3.030176283,3.036477386,3.39339551,2.843469087,3.075942191,3.352070229,3.249308234,3.364072139,3.008892818,3.209809024,2.988107014,2.961559152,2.852033291,3.160271605,3.100136828,3.097520015,3.0867615,3.717238639,3.234434476,2.773566988,2.931705321,2.962693714,2.820640902,3.092701564,3.252710322,3.225708123,3.016132122,3.4489535,2.958598748,3.041837022,3.111692681,3.086979819,3.433020315,2.879144624,3.620228485,3.054539425,3.171678009,3.185955837,3.343444189,3.29165901,3.023711196,3.120384204,3.483649463,3.222171269,3.420151269,2.94319845,3.115776752,3.077361298,3.162745869,3.210075509,3.019846379,3.143943775,2.899196446,2.880342062,3.278695841,3.018667488,3.146031279,3.345266284,3.125109568,3.294858798,3.211770483,3.396580877,3.062958654,2.533959874,3.038591046,2.704441347,2.97090912,2.97797082,3.143836981,3.253340021,3.003111984,2.782197429,3.121796632,2.696719844,3.117192463,2.986711185,3.022256906,3.307732442,2.838904306,3.470374636,3.132624429,3.19588796,3.222854717,3.001465121,3.16917285,3.265193235,2.391322759,2.518142265,3.309704223,3.006951074,2.488689821,2.941760713,3.116558621,2.931097858,3.282578519,3.254907759,2.821135684,3.217823374,3.180364623,2.893634547,3.381557284,3.274477523,2.858133963,2.643433579,3.183340028,3.026209081,3.199352587,3.057121159,2.9239018,3.144923237,3.235392262,3.155871493,3.252844037,3.152373618,2.868021741,3.189704952,3.041517487,3.0516456,2.926525675,3.250882119,3.346022986,3.120922006,3.039413766,3.247520932,2.912801484,2.875203764,2.72381612,3.073755817,2.542852777,2.751453087,2.816433579
hsa.let.7d.3p,2.61065689,3.160422894,2.447017822,2.718896311,2.529928348,3.054637675,3.102707287,2.777811918,3.233587598,3.240269319,2.728414572,2.724627616,2.723990366,2.853216534,2.952474902,3.069155706,2.834608782,3.087420483,3.111503309,2.87974244,2.710060966,3.15014843,3.073140951,2.991019594,3.344413566,2.934291876,2.882684553,3.008509381,2.954622237,2.747399978,2.736624918,3.014252398,2.395911296,2.799503377,2.719963139,3.273399787,2.650022131,3.274421592,2.644938393,2.883606168,2.455568197,2.554201035,2.781376355,2.952494951,2.808465023,2.782053618,3.145936824,2.983699933,2.864661546,2.939178213,2.707205033,2.77054685,2.626995561,2.609963035,2.70761749,2.781533387,2.86130526,2.891486453,2.796029478,2.873942349,2.467444364,2.614358468,2.644076138,2.907005602,2.774829201,2.840198122,2.929672057,3.011125727,2.592199489,1.98818975,2.813252936,3.002692402,2.845015152,2.672810479,2.489003078,3.116823004,2.763243232,3.226260993,2.484067262,2.804148067,2.589420481,2.876413685,2.863391541,2.754258973,2.899850836,2.703784193,2.627541254,2.669329251,2.772535938,2.804807264,2.911942055,2.52420696,2.789520487,2.692645143,2.750501993,2.73064104,2.77055811,2.926061305,2.761318024,2.882965182,2.654377288,2.802211431,2.637965975,2.550507901,2.62082994,2.904138284,2.879943182,2.632227112,2.714831706,2.700841328,2.917004346,2.698715178,2.749922577,3.038818051,2.600279079,3.373630068,2.912392735,2.805281827,3.156316896,2.320611863,2.735641327,2.593746293,3.012010341,3.07924826,2.891610335,2.616067821,2.822355046,3.10582156,2.94089537,2.717741661,2.814522227,2.727372917,2.780088856,2.757167612,2.665790462,2.798950535,2.583234825,2.283621271,3.277127342,3.039049914,2.860930077,3.030881821,3.20059673,2.802106766,2.953378871,2.876946304,3.047466436,2.710546907,2.42417067,2.349029598,2.667735301,2.859129427,2.936016352,2.939147142,3.092646947,2.492785542,2.658775889,2.804189433,2.788514704,2.628636599,2.85580477,2.757997423,2.339377808,3.025782379,3.332802988,3.056358411,3.136765079,2.926336636,2.646371154,2.928754038,2.70156913,2.656563105,2.99052119,2.640668917,3.141532926,3.286406381,2.691158349,2.619249319,3.078142695,2.6390254,2.506990682,2.711735057,3.210702419,2.938569307,3.000109301,3.086255109,2.901437654,3.012639918,3.13896939,2.8383858,2.971939473,3.107939464,2.625107158,3.159818932,3.222513734,2.985890937,2.996257596,3.080003348,2.900995438,2.982125502,3.01845065,3.058367337,2.981289966,3.138058101,2.905227953,3.131252008,3.056588011,3.457856508,3.089030706,3.191426277,3.302382526,2.719354016,2.823668691,3.260348112,2.613834918,3.052391253,2.95958854,2.957151179,2.934374744,3.217607319,3.047969297,2.995778848,2.838505057,2.948853826,2.453413944,3.20462877,3.042396734,2.924345612,2.965175939,3.005132046,3.009803026,2.936060827,3.193052629,2.883914892,2.831922844,2.92084788,2.832838838,2.882668464,2.858196996,2.731153094,2.86221674,2.812721645,2.577775377,2.525435758,2.711642783,2.714919967,2.630519415,2.535984862,2.820450792,2.861874483,2.499503698,2.44271115,2.789419772,2.546541566,2.596703662,2.505542901,2.345156196,2.60210953,2.949011617,2.536677034,2.752148409,2.368025491,2.489867368,2.444462509,2.819937342,2.67954189,2.482591092,2.544522446,2.826514243,2.610164502,2.831019091,2.637432465,2.538183668,2.720500305,2.688404525,2.766925222,2.90571643,2.634144714,2.368793746,2.415983203,2.70884879,2.760393577,2.658863569,2.6158286,2.526074859,2.737872914,2.651900145,2.597462614,2.902424144,2.537143231,2.631320115,2.967556908,2.576113904,2.721435598,2.511354859,2.753022312,2.707374075,2.691375096,2.573015012,2.873648098,2.559539917,2.405265678,2.479487487,2.539013198,2.646941791,2.786953133,2.703615332
